location,name,region,realm,rank,population_k,culture,faith,minorities,raw_material,engine_rank,abi_cultures
me_land_0176,Borad,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wool,rural_settlement,makassarese_culture
me_land_0177,Grimberg,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,horses,rural_settlement,pashash_culture
me_land_0178,Farahir,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,livestock,rural_settlement,western_abenaki_culture
me_land_0179,Whitecamp,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,clay,rural_settlement,
me_land_0180,Lugburz,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_0181,Cloverbank,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_0182,Mauhburz,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0183,Dumabad,me_grey_mountains_region,WILD,wilderness,0.009,me_northern_orc,me_melkorism,,medicaments,rural_settlement,
me_land_0184,Greenbourne,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_0185,Ost belath,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0186,Tharbad,me_enedwaith_region,WILD,ruin,0,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_0187,Taur belath,me_south_gondor_region,GON,place,0.79,me_gondorian,me_valar_worship,,stone,rural_settlement,
me_land_0188,Bar belath,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wool,rural_settlement,khakas_culture
me_land_0189,Wintercamp,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wool,rural_settlement,
me_land_0190,Muzgburz,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0191,Hadrahir,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,livestock,rural_settlement,weskarini_culture
me_land_0192,Calen belath,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_0193,Nazgburz,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_0194,Greybourne,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0195,Skaiburz,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,iron,rural_settlement,
me_land_0196,Uglburz,me_mordor_region,MOR,place,6.356,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,atacame_culture
me_land_0197,Kandak,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wheat,rural_settlement,sotho_culture
me_land_0198,Celon belath,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,fish,rural_settlement,kete
me_land_0199,Gathad,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_0200,Coldfell,me_northern_wastes_region,WILD,wilderness,0.011,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_0201,Nim belath,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wool,rural_settlement,ket_culture
me_land_0202,Karmad,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,livestock,rural_settlement,baruga_culture
me_land_0203,Longbourne,me_enedwaith_region,DUN,place,4.105,me_dunlending,me_dunland_ways,,clay,rural_settlement,hazara_culture
me_land_0204,Amon bornath,me_mirkwood_region,WOO,place,0.607,me_silvan,me_valar_worship,,wild_game,rural_settlement,
me_land_0205,Urukburz,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_0206,Dol bornath,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0207,Khazak,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wool,rural_settlement,sotaeoo_culture
me_land_0208,Kharahir,me_near_harad_region,UMB,place,1.313,me_umbarite,me_sauron_cult,,wool,rural_settlement,
me_land_0209,Northbourne,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0210,Carrockbank,me_anduin_vale_region,BEO,place,0.296,me_beorning,me_northern_ways,,wheat,rural_settlement,
me_land_0211,Khurad,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wool,rural_settlement,makasae_culture
me_land_0212,Lodad,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,horses,rural_settlement,makas_culture
me_land_0213,Narad,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_0214,Eithel bornath,me_lindon_region,LIN,place,0.095,me_sindar,me_valar_worship,,clay,rural_settlement,
me_land_0215,Celduinbank,me_rhun_region,DOR,place,2.076,me_dorwinrim,me_northern_ways,,livestock,rural_settlement,syriac_culture
me_land_0216,Oakbourne,me_mirkwood_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0217,Helmberg,me_rohan_region,ROH,place,1.354,me_rohirric,me_northern_ways,,wheat,rural_settlement,
me_land_0218,Rhovad,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,wheat,rural_settlement,barna_culture
me_land_0219,Mahrahir,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wergaia_culture
me_land_0220,Emyn bornath,me_ithilien_region,WILD,wilderness,0.014,me_gondorian,me_valar_worship,,clay,rural_settlement,
me_land_0221,Imlad bornath,me_mirkwood_region,WOO,place,0.607,me_silvan,me_valar_worship,,wild_game,rural_settlement,
me_land_0222,Minas bornath,me_belfalas_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,daga_papua_culture
me_land_0223,Southbourne,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_0224,Ashdûr,me_grey_mountains_region,GUN,place,5.322,me_northern_orc,me_melkorism,,wool,rural_settlement,beary
me_land_0225,Azgdûr,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0226,Ost bornath,me_south_gondor_region,GON,place,2.686,me_gondorian,me_valar_worship,,wheat,rural_settlement,nanagir_culture
me_land_0227,Khorak,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,livestock,rural_settlement,
me_land_0228,Stonebourne,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0229,Blackdûr,me_rohan_region,ISE,place,0.33,me_isengard_uruk,me_sauron_cult,,horses,rural_settlement,
me_land_0230,Taur bornath,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_0231,Bar bornath,me_south_gondor_region,GON,place,3.58,me_gondorian,me_valar_worship,,wool,rural_settlement,kerewo_culture
me_land_0232,Felekabad,me_rhun_region,IRO,place,0.449,me_longbeard,me_mahal_cult,,wool,rural_settlement,
me_land_0233,Calen bornath,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_0234,Ruzak,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,wool,rural_settlement,
me_land_0235,Driftfell,me_northern_wastes_region,WILD,wilderness,0.006,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_0236,Sagad,me_rhun_region,RH2,place,4.504,me_karmachi,me_melkorism,,livestock,rural_settlement,eseejja_culture
me_land_0237,Burzdûr,me_mirkwood_region,DOL,place,1.838,me_mordor_orc,me_sauron_cult,,wool,rural_settlement,tonala_culture
me_land_0238,Skarnak,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,wool,rural_settlement,sorbian
me_land_0239,Celon bornath,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,fish,rural_settlement,keres_culture
me_land_0240,Westbourne,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wool,rural_settlement,
me_land_0241,Dushdûr,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,stone,rural_settlement,
me_land_0242,Nim bornath,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wheat,rural_settlement,
me_land_0243,Amon caranath,me_dale_region,WOO,place,0.68,me_silvan,me_valar_worship,,wool,rural_settlement,
me_land_0244,Frostfell,me_forochel_region,LOS,place,0.211,me_lossoth,me_lossoth_ways,,fish,rural_settlement,
me_land_0245,Ghashdûr,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,enets_culture
me_land_0246,Sharad,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,wool,rural_settlement,bariba
me_land_0247,Uldad,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,horses,rural_settlement,
me_land_0248,Dol caranath,me_anorien_region,GON,place,5.186,me_gondorian,me_valar_worship,,clay,rural_settlement,czech
me_land_0249,Heruberg,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,horses,rural_settlement,paredarerme_culture
me_land_0250,Wainad,me_rhun_region,RH3,place,5.555,me_sagath,me_melkorism,,wheat,rural_settlement,barem_culture
me_land_0251,Narahir,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,wheat,rural_settlement,timbira_culture
me_land_0252,Icefell,me_northern_wastes_region,WILD,wilderness,0.014,me_lossoth,me_lossoth_ways,,wheat,rural_settlement,
me_land_0253,Zorad,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,wheat,rural_settlement,haaninin_culture
me_land_0254,Qasahir,me_near_harad_region,HNE,place,2.651,me_near_haradrim,me_southron_ways,,wheat,rural_settlement,nenets_culture
me_land_0255,Targak,me_khand_region,KHA,place,2.173,me_variag,me_melkorism,,horses,rural_settlement,sora_culture
me_land_0256,Balar,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,livestock,rural_settlement,gyele_culture
me_land_0257,Borar,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,livestock,rural_settlement,
me_land_0258,Goldenbank,me_anduin_vale_region,BEO,place,0.296,me_beorning,me_northern_ways,,livestock,rural_settlement,
me_land_0259,Beechbark,me_rohan_region,FAN,place,0.021,me_onodrim,me_eldest_ways,,clay,rural_settlement,
me_land_0260,Harlond of Gondor,me_anorien_region,GON,port,31.095,me_gondorian,me_valar_worship,,livestock,town,adamawa_culture
me_land_0261,Léodberg,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,wheat,rural_settlement,pankararu_culture
me_land_0262,Varkak,me_khand_region,KHA,place,0.657,me_variag,me_melkorism,,salt,rural_settlement,
me_land_0263,Gordûr,me_enedwaith_region,MOA,place,2.375,me_misty_orc,me_melkorism,,wool,rural_settlement,piedmontese
me_land_0264,Rakhahir,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,wenrohronon_culture
me_land_0265,Eithel caranath,me_lebennin_region,GON,place,5.186,me_gondorian,me_valar_worship,,livestock,rural_settlement,cuyonon_culture
me_land_0266,Emyn caranath,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,salt,rural_settlement,
me_land_0267,Alderbridge,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_0268,Imlad caranath,me_ithilien_region,WILD,wilderness,0.006,me_gondorian,me_valar_worship,,iron,rural_settlement,
me_land_0269,Gathar,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wheat,rural_settlement,
me_land_0270,Ridberg,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,wool,rural_settlement,pankara_culture
me_land_0271,Sahrahir,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,wool,rural_settlement,wemba_wemba_culture
me_land_0272,Grishdûr,me_mordor_region,MOR,place,1.416,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_0273,Minas caranath,me_belfalas_region,DAM,place,2.341,me_dol_amrothian,me_valar_worship,,livestock,rural_settlement,quitu_culture
me_land_0274,Dimplebank,me_shire_breeland_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_0275,Dalebank,me_rhun_region,DOR,place,1.558,me_dorwinrim,me_northern_ways,,wheat,rural_settlement,yelmek_culture
me_land_0276,Ashbridge,me_mirkwood_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0277,Thengelberg,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,wool,rural_settlement,pangasinan_culture
me_land_0278,Ost caranath,me_south_gondor_region,GON,place,3.537,me_gondorian,me_valar_worship,,wheat,rural_settlement,korean_culture
me_land_0279,Taur caranath,me_mirkwood_region,WOO,place,0.607,me_silvan,me_valar_worship,,wool,rural_settlement,
me_land_0280,Karmar,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,wheat,rural_settlement,gyalrong_culture
me_land_0281,Barrowbridge,me_anduin_vale_region,WILD,wilderness,0.013,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0282,Krimpdûr,me_anduin_vale_region,DOL,place,1.838,me_mordor_orc,me_sauron_cult,,clay,rural_settlement,tomini_culture
me_land_0283,Lugdûr,me_mordor_region,MOR,place,0.708,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_0284,Northfell,me_forochel_region,LOS,place,0.211,me_lossoth,me_lossoth_ways,,fur,rural_settlement,
me_land_0285,Mauhdûr,me_mordor_region,MOR,place,6.356,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,astrakhani
me_land_0286,Bar caranath,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,livestock,rural_settlement,
me_land_0287,Zandak,me_khand_region,KHA,place,2.896,me_variag,me_melkorism,,livestock,rural_settlement,meschera_culture
me_land_0288,Tazahir,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,welsh
me_land_0289,Muzgdûr,me_rohan_region,ISE,place,0.33,me_isengard_uruk,me_sauron_cult,,horses,rural_settlement,
me_land_0290,Calen caranath,me_north_arnor_region,RAN,place,0.168,me_arnor_dunedain,me_valar_worship,,wheat,rural_settlement,
me_land_0291,Beaconbridge,me_enedwaith_region,WILD,wilderness,0.008,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_0292,Woldberg,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,livestock,rural_settlement,panche_culture
me_land_0293,Aldburna,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,wheat,rural_settlement,panatahuas_culture
me_land_0294,Celon caranath,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_0295,Umrahir,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,wheat,rural_settlement,timanae_culture
me_land_0296,Gamilabad,me_grey_mountains_region,ERE,place,1.488,me_longbeard,me_mahal_cult,,wool,rural_settlement,zoque_culture
me_land_0297,Khurar,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wheat,rural_settlement,median
me_land_0298,Lodar,me_rhun_region,RHU,place,4.159,me_balchoth,me_sauron_cult,,livestock,rural_settlement,gxana_culture
me_land_0299,Nim caranath,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,wool,rural_settlement,
me_land_0300,Amon duinath,me_lindon_region,LIN,place,0.051,me_sindar,me_valar_worship,,medicaments,rural_settlement,
me_land_0301,Beorburna,me_rohan_region,ROH,place,2.517,me_rohirric,me_northern_ways,,wool,rural_settlement,panara_culture
me_land_0302,Blackbridge,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,livestock,rural_settlement,
me_land_0303,Nazgdûr,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0304,Zarahir,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,wool,rural_settlement,tillamook_culture
me_land_0305,Dol duinath,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,horses,rural_settlement,
me_land_0306,Azramar,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,wea_culture
me_land_0307,Eithel duinath,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,wool,rural_settlement,kerek_culture
me_land_0308,Emyn duinath,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wheat,rural_settlement,
me_land_0309,Imlad duinath,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0310,Skaidûr,me_mordor_region,MOR,place,0.708,me_mordor_orc,me_sauron_cult,,wheat,rural_settlement,
me_land_0311,Honeybank,me_anduin_vale_region,BEO,place,0.296,me_beorning,me_northern_ways,,clay,rural_settlement,
me_land_0312,Esgarbank,me_brown_lands_region,DOR,place,1.558,me_dorwinrim,me_northern_ways,,horses,rural_settlement,yela_culture
me_land_0313,Narar,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wool,rural_settlement,mebengokre_culture
me_land_0314,Rhovar,me_rhun_region,WILD,wilderness,0.01,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_0315,Sagar,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wheat,rural_settlement,makah_culture
me_land_0316,Sharar,me_rhun_region,RHU,place,3.121,me_balchoth,me_sauron_cult,,wheat,rural_settlement,mbuun
me_land_0317,Minas duinath,me_belfalas_region,GON,place,3.58,me_gondorian,me_valar_worship,,livestock,rural_settlement,kenyah_culture
me_land_0318,Ugldûr,me_mordor_region,MOR,place,4.826,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,enepas_culture
me_land_0319,Birchbark,me_anduin_vale_region,FAN,place,0.016,me_onodrim,me_eldest_ways,,wheat,rural_settlement,
me_land_0320,Gatholabad,me_grey_mountains_region,WILD,wilderness,0.009,me_northern_orc,me_melkorism,,wild_game,rural_settlement,
me_land_0321,Uldar,me_rhun_region,WILD,wilderness,0.011,me_balchoth,me_melkorism,,wool,rural_settlement,
me_land_0322,Ost duinath,me_north_arnor_region,WILD,wilderness,0.013,me_eriadoran,me_northern_ways,,clay,rural_settlement,
me_land_0323,Bramblebridge,me_enedwaith_region,WILD,wilderness,0.013,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_0324,Bucklandbridge,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,clay,rural_settlement,
me_land_0325,Bahramar,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,livestock,rural_settlement,tigrinya
me_land_0326,Daramar,me_umbar_region,UMB,place,1.693,me_umbarite,me_sauron_cult,,horses,rural_settlement,wayuu_culture
me_land_0327,Cedarbridge,me_enedwaith_region,WILD,wilderness,0.011,me_dunlending,me_dunland_ways,,wheat,rural_settlement,
me_land_0328,Taur duinath,me_brown_lands_region,WILD,wilderness,0.011,me_woodman,me_northern_ways,,livestock,rural_settlement,
me_land_0329,Wainar,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,horses,rural_settlement,maiwa_papua_culture
me_land_0330,Urukdûr,me_mordor_region,WILD,wilderness,0.01,me_mordor_orc,me_sauron_cult,,livestock,rural_settlement,
me_land_0331,Faramar,me_near_harad_region,HNE,place,1.989,me_near_haradrim,me_southron_ways,,horses,rural_settlement,tigre
me_land_0332,Zorar,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,wheat,rural_settlement,maithili_culture
me_land_0333,Bar duinath,me_brown_lands_region,WILD,wilderness,0.01,me_woodman,me_northern_ways,,wool,rural_settlement,
me_land_0334,Balath,me_rhun_region,RH2,place,3.379,me_karmachi,me_melkorism,,horses,rural_settlement,maisouna_culture
